,time_h,load_kw,gp_mean,gp-std,gp_lower,gp_upper
0,0.0,35.5003840153233,35.13468836251521,1.0243904092539327,33.08590754400735,37.18346918102308
1,0.25,34.65572640027793,35.68958337550273,1.0243904092541545,33.640802556994416,37.73836419401104
2,0.5,35.77834005200574,35.023045860213614,1.0243904092541545,32.97426504170531,37.07182667872192
3,0.75,35.23983289796306,34.62640248097045,1.0243904092541545,32.577621662462136,36.67518329947876
4,1.0,33.0263584317399,34.950705305362256,1.0243904092541545,32.90192448685394,36.99948612387057
5,1.25,33.04693821003857,34.23044815251619,1.0243904092541545,32.181667334007884,36.279228971024494
6,1.5,35.97310231408708,35.760662707442506,1.0243904092541545,33.7118818889342,37.80944352595081
7,1.75,37.32691311204672,37.70793615635534,1.0243904092541545,35.659155337847025,39.75671697486365
8,2.0,35.25085092984777,35.08991210253183,1.0243904092541545,33.04113128402352,37.13869292104013
9,2.25,34.31701134276455,35.32624204185687,1.0243904092541545,33.27746122334857,37.37502286036518
10,2.5,37.605841801374595,36.575653971679294,1.0243904092541545,34.52687315317098,38.62443479018761
11,2.75,37.389997584734786,36.430920108720926,1.0243904092541545,34.38213929021262,38.47970092722923
12,3.0,36.39964657111384,36.39338066672527,1.0243904092541545,34.34459984821696,38.442161485233584
13,3.25,36.125739651106045,34.881621128552524,1.0243904092541545,32.83284031004422,36.93040194706083
14,3.5,36.71945370254209,36.625890307794094,1.0243904092541545,34.57710948928579,38.6746711263024
15,3.75,36.403194249963654,37.284515665799915,1.0243904092541545,35.23573484729161,39.33329648430822
16,4.0,34.93300496422394,34.58731358213681,1.0243904092541545,32.538532763628496,36.63609440064512
17,4.25,34.81992681363599,35.52936003295995,1.0243904092541545,33.48057921445164,37.57814085146826
18,4.5,34.74392414632567,33.65373193401458,1.0243904092541545,31.60495111550627,35.70251275252289
19,4.75,34.6483779789772,34.4478928790933,1.0243904092541545,32.399112060585,36.49667369760161
20,5.0,33.780471163735314,33.84461360834424,1.0243904092541545,31.79583278983593,35.89339442685255
21,5.25,34.06701234689221,34.83605309149823,1.0243904092541545,32.787272272989924,36.884833910006535
22,5.5,37.036311931853135,35.77562242653288,1.0243904092541545,33.72684160802457,37.82440324504118
23,5.75,40.16208955858927,40.00339860799381,1.0243904092541545,37.954617789485496,42.05217942650212
24,6.0,42.170056649152826,42.3481555303817,1.0243904092541545,40.2993747118734,44.39693634889001
25,6.25,44.21455405140119,44.59976162682252,1.0243904092541545,42.55098080831421,46.64854244533083
26,6.5,44.4007203910298,43.75036486431868,1.0243904092541545,41.70158404581038,45.79914568282699
27,6.75,49.29991631018644,48.71544761016373,1.0243904092541545,46.666666791655416,50.76422842867204
28,7.0,52.41502967130137,51.981885906251954,1.0243904092541545,49.93310508774364,54.030666724760266
29,7.25,55.056580010488425,54.77050637755805,1.0243904092541545,52.721725559049744,56.819287196066355
30,7.5,56.969447719469606,54.95029692710836,1.0243904092541545,52.90151610860005,56.999077745616674
31,7.75,58.23257004672597,58.66728454498302,1.0243904092541545,56.618503726474714,60.716065363491325
32,8.0,59.85803518187525,60.4807470852908,1.0243904092541545,58.431966266782496,62.52952790379911
33,8.25,82.31083866759893,82.77648980217052,1.0243904092541545,80.72770898366221,84.82527062067882
34,8.5,86.20261904997618,85.63802716423666,1.0243904092541545,83.58924634572836,87.68680798274497
35,8.75,84.18368249001148,83.26811095804224,1.0243904092541545,81.21933013953394,85.31689177655055
36,9.0,83.96966609538592,84.35148284952561,1.0243904092541545,82.3027020310173,86.40026366803392
37,9.25,84.49113635511294,85.18311467677763,1.0243904092541545,83.13433385826933,87.23189549528594
38,9.5,82.5991087624728,83.04149846179067,1.0243904092541545,80.99271764328236,85.09027928029897
39,9.75,84.81587643024525,84.19769150049898,1.0243904092541545,82.14891068199067,86.24647231900728
40,10.0,85.37992550921639,84.60799815994878,1.0243904092541545,82.55921734144047,86.65677897845708
41,10.25,85.36904691329644,84.95902650089,1.0243904092541545,82.9102456823817,87.00780731939831
42,10.5,82.77707034005657,83.55910878374372,1.0243904092541545,81.51032796523542,85.60788960225203
43,10.75,85.86351179880086,85.85918566377211,1.0243904092541545,83.8104048452638,87.90796648228041
44,11.0,88.02320351537583,87.85652986223803,1.0243904092541545,85.80774904372973,89.90531068074634
45,11.25,84.90443693442968,84.68708216243297,1.0243904092541545,82.63830134392467,86.73586298094128
46,11.5,89.5634620583402,88.81111991347171,1.0243904092541545,86.76233909496341,90.85990073198002
47,11.75,88.80720074142077,88.46664008936602,1.0243904092541545,86.41785927085772,90.51542090787433
48,12.0,89.20593798443792,88.26988409679022,1.0243904092541545,86.22110327828192,90.31866491529853
49,12.25,93.14619062773491,92.94114130589824,1.0243904092541545,90.89236048738994,94.98992212440655
50,12.5,92.7350496990781,92.12479954578662,1.0243904092541545,90.07601872727831,94.17358036429492
51,12.75,91.44433026280846,90.87220943608075,1.0243904092541545,88.82342861757245,92.92099025458906
52,13.0,91.9773707173967,93.31784241057719,1.0243904092541545,91.26906159206888,95.36662322908549
53,13.25,94.5752069645171,94.86720774465985,1.0243904092541545,92.81842692615155,96.91598856316816
54,13.5,94.01441641007358,94.42544744539583,1.0243904092541545,92.37666662688753,96.47422826390414
